Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant
2022,19286,2B,2B051,Cambia,2022-09-15 15:12:00,8000,,,,,,,,,,,,,,,,,Malveillance,1
2023,11159,11,11261,Moux,2023-10-28 01:33:00,50,50.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2022,7217,61,61169,Flers,2022-07-29 18:40:41,900,0.0,,900.0,,,900.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2023,1824,2B,2B072,Casalta,2023-04-19 12:16:00,4000,500.0,0.0,3500.0,0.0,0.0,,,,,Estimées,2.0,Non,,,,,Malveillance,1
2023,14647,66,66149,Prades,2023-10-05 20:39:00,300,300.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2023,21610,83,83141,Trans-en-Provence,2023-06-04 18:15:00,10,0.0,10.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Naturelle,0
2023,11403,13,13110,Trets,2023-10-17 15:13:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2022,15115,66,66108,Millas,2022-05-29 09:07:00,4600,700.0,3900.0,,,,,,,,,1.0,,,,,,Malveillance,1
2023,17298,40,40103,Gaillères,2023-08-10 19:00:00,3000,3000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2022,7215,61,61043,Berd'huis,2022-07-29 21:26:49,200,0.0,,200.0,,,200.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2023,358,34,34092,Cruzy,2023-01-31 16:08:00,9817,0.0,9817.0,,,,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2023,22058,24,24354,La Roche-Chalais,2023-05-02 21:30:00,127000,127000.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2023,21372,83,83015,Bauduen,2023-01-25 11:30:00,150,150.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Accidentelle,0
2022,20992,11,11393,Tourouzelle,2022-11-06 14:29:00,2000,,,,,,,,,,,,,,,,,Involontaire (travaux),0
2022,7484,56,56101,Languidic,2022-09-17 16:13:00,15,0.0,,15.0,,,15.0,0.0,0.0,0.0,Mesurées,,,,,,,Involontaire (particulier),0
2023,1203,48,48198,Villefort,2023-03-29 14:20:00,110000,0.0,110000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (travaux),0
2023,16512,84,84139,Fontaine-de-Vaucluse,2023-08-15 17:11:00,230,230.0,0.0,0.0,0.0,0.0,,,,,Mesurées,4.0,Non,,,,,Accidentelle,0
2024,20119,13,13066,Noves,2024-04-21 19:59:00,500,500.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Oui,0.0,1.0,0.0,,Accidentelle,0
2022,10596,24,24273,Molières,2022-08-09 13:32:00,122000,122000.0,,0.0,,,0.0,,,,Mesurées,,Non,,,,,Accidentelle,0
2023,2797,15,15236,Thiézac,2023-05-02 17:30:00,15000,15000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2024,19560,2B,2B020,Aregno,2024-05-22 14:13:00,5500,0.0,5500.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,14002,5,5045,Crots,2022-03-27 14:25:00,8730,7500.0,130.0,,,,,,,1100.0,,4.0,,,,,,Involontaire (particulier),0
2023,19805,33,33417,Sainte-Hélène,2023-02-10 13:42:00,20,20.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Malveillance,1
2023,21763,83,83008,Bagnols-en-Forêt,2023-08-16 02:31:00,200,0.0,200.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Malveillance,1
2022,9912,79,79111,Ensigné,2022-06-15 13:54:00,311000,500.0,,,310500.0,,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,21640,2A,2A345,Vero,2022-04-30 10:49:00,30,,30.0,,,,,,,,,,,,,,,Involontaire (travaux),0
2023,9139,2B,2B292,Sant'Andréa-di-Bozio,2023-09-12 12:22:00,500,0.0,500.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,11805,5,5036,Châteauroux-les-Alpes,2023-10-28 17:04:00,40,40.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2022,18169,6,6002,Amirat,2022-08-06 17:41:00,120000,80000.0,40000.0,,,,,,,,,5.0,,,,,,Naturelle,0
2022,13624,7,7202,Sablières,2022-01-20 17:11:00,214923,74500.0,140400.0,,,,,,,23.0,,3.0,,,,,,Involontaire (particulier),0
2023,7324,5,5178,Ventavon,2023-08-13 20:14:00,10000,10000.0,0.0,0.0,0.0,0.0,,,,,Estimées,5.0,Non,,,,,Naturelle,0
2022,15153,30,30009,Alzon,2022-06-06 18:12:00,2179,2179.0,,,,,,,,,,2.0,,,,,,Accidentelle,0
2024,20123,13,13071,Les Pennes-Mirabeau,2024-04-22 20:41:00,10000,10000.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Accidentelle,0
2022,19602,13,13025,Châteauneuf-le-Rouge,2022-02-12 14:08:00,15,15.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,11654,2A,2A017,Appietto,2023-09-02 10:30:00,10,0.0,10.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Accidentelle,0
2022,14322,2B,2B043,Brando,2022-03-28 18:28:00,4000,,4000.0,,,,,,,,,1.0,,,,,,Malveillance,1
2022,17476,2B,2B012,Altiani,2022-07-28 13:41:00,6000,,,,,,,,,,,,,,,,,Malveillance,1
2024,20507,11,11379,Sigean,2024-01-18 19:07:00,10,0.0,10.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Accidentelle,0
2022,20256,11,11037,Berriac,2022-10-21 16:29:00,2000,,,,,,,,,,,,,,,,,Accidentelle,0
2022,15969,11,11262,Narbonne,2022-02-28 13:23:00,24500,,,,,,,,,,,,,,,,,Involontaire (travaux),0
2023,5599,34,34223,Puimisson,2023-07-13 17:06:00,8924,8924.0,0.0,0.0,0.0,0.0,,,,,Mesurées,3.0,Non,,,,,Malveillance,1
2022,21736,30,30167,Meyrannes,2022-07-18 16:34:00,6,,,,,,,,,,,2.0,,,,,,Malveillance,1
2023,21489,83,83035,Le Castellet,2023-04-05 23:52:00,2,0.0,2.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (travaux),0
2022,13579,6,6163,Tende,2022-01-10 15:15:00,600,,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2024,28283,2A,2A198,Ota,2024-08-28 18:03:00,1,1.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2022,5258,974,97411,Saint-Denis,2022-10-09 14:53:00,6861,0.0,,6861.0,,,6861.0,0.0,0.0,0.0,Mesurées,,,,,,,Malveillance,1
2023,1291,13,13007,Auriol,2023-02-16 12:52:00,200,200.0,,,,,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2024,22419,34,34095,Fabrègues,2024-08-29 16:03:00,536,536.0,0.0,0.0,0.0,0.0,,,,,Mesurées,4.0,Non,,,,,Malveillance,1
2022,19364,84,84082,Mormoiron,2022-03-28 09:19:00,5,5.0,,,,,,,,,,,,,,,,Involontaire (travaux),0
2022,10843,40,40135,Labrit,2022-08-31 18:22:00,3557,3557.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Naturelle,0
2023,1267,2B,2B172,Murato,2023-03-26 13:47:00,8000,0.0,8000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,7231,61,61418,Saint-Mard-de-Réno,2022-07-26 17:55:14,100000,0.0,,100000.0,,,100000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2023,9036,6,6018,Biot,2023-09-13 18:17:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2024,25928,13,13063,Miramas,2024-11-19 16:04:00,600,600.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Oui,0.0,1.0,0.0,,Accidentelle,0
2024,22055,34,34274,Saint-Martin-de-Londres,2024-08-23 14:54:00,21581,0.0,21581.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2023,5791,2A,2A215,Pianottoli-Caldarello,2023-07-12 17:27:00,204,0.0,204.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2023,21788,83,83101,Ramatuelle,2023-08-27 08:51:00,1,1.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Naturelle,0
2022,12005,33,33051,Biganos,2022-12-31 16:41:00,8,8.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Malveillance,1
2023,14188,66,66108,Millas,2023-04-15 09:53:00,550,0.0,550.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2022,21160,11,11024,Bages,2022-12-10 22:32:00,500,,,,,,,,,,,,,,,,,Involontaire (travaux),0
2023,646,2A,2A092,Conca,2023-02-12 13:19:00,2000,0.0,2000.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2022,14069,2B,2B223,Pietralba,2022-03-24 09:14:00,56000,36000.0,20000.0,,,,,,,,,2.0,,,,,,Malveillance,1
2022,17716,6,6144,La Tour,2022-07-26 17:12:00,4000,,4000.0,,,,,,,,,1.0,,,,,,Naturelle,0
2023,14320,66,66008,Argelès-sur-Mer,2023-06-03 11:18:00,6000,6000.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2023,11811,2B,2B347,Vezzani,2023-11-14 12:27:00,3000,0.0,3000.0,0.0,0.0,0.0,,,,,Estimées,4.0,Non,,,,,Malveillance,1
2022,20367,66,66145,Ponteilla,2022-11-02 13:24:00,10000,,,,,,,,,10000.0,,6.0,,,,,,Involontaire (particulier),0
2023,17128,16,16382,Torsac,2023-08-08 17:57:50,50,50.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (particulier),0
2023,1437,6,6137,Spéracèdes,2023-04-12 11:30:00,400,0.0,400.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2024,22812,13,13071,Les Pennes-Mirabeau,2024-08-10 16:40:00,250,250.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2022,17450,2B,2B315,Santo-Pietro-di-Venaco,2022-07-25 17:19:00,30,,,,,,,,,,,,,,,,,Malveillance,1
2023,21378,83,83097,Pourrières,2023-01-29 15:23:00,300,0.0,300.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2022,7320,61,61215,Laleu,2022-06-15 19:01:05,600,0.0,,600.0,,,600.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,4723,60,60182,Le Crocq,2022-07-19 14:49:00,500000,10000.0,,0.0,,,0.0,0.0,490000.0,490000.0,Mesurées,,,,,,,Involontaire (travaux),0
2022,13424,5,5065,Guillestre,2022-03-04 13:05:00,3724,,3700.0,,,,,,,24.0,,1.0,,,,,,Involontaire (travaux),0
2022,15647,48,48100,Montbel,2022-03-01 13:08:00,20000,,20000.0,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2023,5794,2A,2A103,Cuttoli-Corticchiato,2023-07-17 12:20:00,790,0.0,790.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2022,15020,2B,2B208,Perelli,2022-04-14 10:00:00,21500,1500.0,20000.0,,,,,,,,,1.0,,,,,,Malveillance,1
2022,14250,13,13056,Martigues,2022-03-24 11:08:00,1000,1000.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2022,10384,47,47189,Montignac-Toupinerie,2022-03-26 14:53:13,10000,5000.0,,5000.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (particulier),0
2022,102,43,43012,Aurec-sur-Loire,2022-03-25 11:36:00,5400,5400.0,,0.0,,,0.0,0.0,0.0,0.0,Mesurées,,,,,,,Accidentelle,0
2023,17241,40,40257,Sainte-Eulalie-en-Born,2023-04-08 16:46:00,2010,2000.0,,10.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Accidentelle,0
2023,14559,66,66016,Banyuls-sur-Mer,2023-08-17 15:37:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2022,19059,13,13056,Martigues,2022-07-20 16:14:00,500,500.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2024,364,66,66058,Corneilla-la-Rivière,2024-02-06 12:11:00,8070,0.0,8070.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,19785,66,66148,Port-Vendres,2022-09-03 02:41:00,64000,,64000.0,,,,,,,,,1.0,,,,,,Accidentelle,0
2022,13763,2B,2B095,Corscia,2022-02-11 14:59:00,321000,220000.0,101000.0,,,,,,,,,4.0,,,,,,Malveillance,1
2022,9254,38,38127,Cornillon-en-Trièves,2022-07-07 14:42:00,200,0.0,,200.0,,,200.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (particulier),0
2022,18736,4,4104,Limans,2022-09-02 19:24:00,2000,2000.0,,,,,,,,,,,,,,,,Naturelle,0
2024,22058,34,34038,Le Bousquet-d'Orb,2024-08-22 17:48:00,4083,4083.0,0.0,0.0,0.0,0.0,,,,,Mesurées,3.0,Non,,,,,Involontaire (travaux),0
2022,6338,56,56030,Camoël,2022-07-14 18:50:00,100,0.0,,100.0,,,100.0,0.0,0.0,0.0,Mesurées,,,,,,,Malveillance,1
2024,20799,11,11013,Argens-Minervois,2024-06-11 12:59:00,10000,0.0,10000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,16004,11,11369,Sallèles-d'Aude,2022-05-07 14:44:00,400,,,,,,,,,,,,,,,,,Malveillance,1
2022,19287,2B,2B145,Loreto-di-Casinca,2022-09-15 16:29:00,25000,5000.0,20000.0,,,,,,,,,1.0,,,,,,Malveillance,1
2022,6240,56,56098,Lanester,2022-07-09 15:15:00,30,0.0,,30.0,,,30.0,0.0,0.0,0.0,Estimées,,,,,,,Malveillance,1
2024,22855,34,34341,Villeveyrac,2024-09-03 02:11:00,154,0.0,154.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2023,5010,13,13001,Aix-en-Provence,2023-06-09 14:37:00,250,250.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,7063,13,13062,Mimet,2023-08-04 22:31:00,2,2.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2024,22808,13,13041,Gardanne,2024-07-30 12:49:00,3,3.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2022,17839,2B,2B173,Muro,2022-08-07 15:42:00,200,,,,,,,,,,,,,,,,,Malveillance,1
2022,18400,34,34079,Clermont-l'Hérault,2022-08-20 09:07:00,2519,,2519.0,,,,,,,,,1.0,,,,,,Malveillance,1
2023,13725,34,34071,Ceilhes-et-Rocozels,2023-08-10 11:05:00,454,454.0,0.0,0.0,0.0,0.0,,,,,Mesurées,3.0,Non,,,,,Accidentelle,0
2022,3377,15,15147,Parlan,2022-08-10 14:19:00,20000,20000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (travaux),0
2022,11638,33,33320,Petit-Palais-et-Cornemps,2022-07-10 18:17:00,2,2.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Malveillance,1
2022,7235,61,61309,Perche en Nocé,2022-07-25 18:22:15,2000,0.0,,2000.0,,,2000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,15981,11,11262,Narbonne,2022-03-26 13:55:00,1,,,,,,,,,,,,,,,,,Involontaire (particulier),0
2024,19331,13,13104,Sausset-les-Pins,2024-04-16 11:47:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2024,19325,13,13071,Les Pennes-Mirabeau,2024-04-22 15:20:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Accidentelle,0
2023,353,34,34013,Aspiran,2023-01-31 19:24:00,21834,0.0,21834.0,,,,,,,,Mesurées,,Non,,,,,Malveillance,1
2023,4778,13,13047,Istres,2023-05-08 08:50:00,5,5.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,12016,33,33076,Budos,2022-08-25 13:39:00,20000,20000.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Naturelle,0
2023,2229,48,48065,Fraissinet-de-Fourques,2023-02-03 15:35:00,17400,12400.0,0.0,5000.0,0.0,0.0,,,,,Estimées,3.0,Non,,,,,Involontaire (travaux),0
2022,10634,24,24165,Eygurande-et-Gardedeuil,2022-08-04 18:23:00,50000,50000.0,,0.0,,,0.0,,,,Estimées,,Non,,,,,Malveillance,1
2023,4724,13,13001,Aix-en-Provence,2023-04-25 15:43:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,1320,13,13007,Auriol,2023-03-30 13:36:00,100,100.0,,,,,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2023,1268,2B,2B169,Morosaglia,2023-03-26 17:34:00,358700,219900.0,0.0,138700.0,0.0,100.0,,,,,Estimées,5.0,Non,,,,,Malveillance,1
2022,18934,13,13005,Aubagne,2022-08-06 19:36:00,150,150.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2023,21429,83,83016,Le Beausset,2023-03-08 14:36:00,2,0.0,2.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,8497,34,34163,Montarnaud,2023-08-25 14:17:00,586,0.0,586.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2022,7133,61,61169,Flers,2022-08-29 18:11:20,8000,0.0,,8000.0,,,8000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2023,6783,13,13063,Miramas,2023-07-31 19:25:00,50,50.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,17763,66,66203,Taulis,2022-07-19 13:21:00,300,300.0,,,,,,,,,,3.0,,,,,,Involontaire (particulier),0
2022,5526,29,29240,Rosnoën,2022-08-09 14:16:00,10000,0.0,,10000.0,,,10000.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (travaux),0
2023,6545,30,30329,Thoiras,2023-05-15 09:32:00,77,77.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,15202,13,13071,Les Pennes-Mirabeau,2022-05-29 13:44:00,500,500.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,8710,2B,2B292,Sant'Andréa-di-Bozio,2023-09-08 14:56:00,40000,5000.0,33000.0,2000.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,10555,47,47010,Antagnac,2022-11-13 12:16:15,2,2.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (particulier),0
2022,9591,65,65295,Luz-Saint-Sauveur,2022-02-08 14:44:00,400000,50000.0,,350000.0,,,50000.0,300000.0,0.0,300000.0,Estimées,,,,,,,Malveillance,1
2023,21382,83,83015,Bauduen,2023-01-31 12:54:00,10,0.0,10.0,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,Données partielles ou non valides,Involontaire (particulier),0
2023,13088,74,74010,Annecy,2023-03-24 14:32:00,100,100.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2022,26,43,43049,Chamalières-sur-Loire,2022-02-19 14:30:00,11500,8250.0,,3250.0,,,0.0,3250.0,0.0,3250.0,Mesurées,,,,,,,Involontaire (travaux),0
